"","X","loan_amnt","term","int_rate","installment","sub_grade","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","dti","delinq_2yrs"
"222",337159,9000," 36 months",10.99,294.61,"B2","6 years","MORTGAGE",75000,"Not Verified","No Default","home_improvement",10.5,0
"223",63182,19000," 36 months",7.89,594.43,"A5","7 years","MORTGAGE",80000,"Verified","No Default","home_improvement",13.56,0
"224",129508,23050," 36 months",14.16,789.59,"C2","1 year","MORTGAGE",55000,"Verified","No Default","debt_consolidation",9.93,0
"225",350834,10000," 36 months",13.67,340.18,"B5","1 year","MORTGAGE",64000,"Not Verified","No Default","debt_consolidation",19.28,1
"226",184297,10750," 36 months",14.99,372.6,"C5","1 year","RENT",27000,"Source Verified","No Default","debt_consolidation",26.98,0
"227",92876,32000," 60 months",16.99,795.12,"D3","10+ years","MORTGAGE",110728,"Source Verified","No Default","debt_consolidation",14.14,0
"228",171906,3300," 36 months",14.48,113.56,"C5","< 1 year","MORTGAGE",74000,"Source Verified","No Default","debt_consolidation",13.51,0
"229",535450,7000," 36 months",14.65,241.46,"C5","10+ years","RENT",65000,"Source Verified","No Default","home_improvement",14.5,0
"230",481847,21600," 60 months",11.44,474.39,"B4","10+ years","RENT",70000,"Verified","No Default","credit_card",7.51,0
"231",378106,4825," 36 months",13.65,164.09,"C1","n/a","RENT",17940,"Verified","Default","credit_card",20.4,0
"232",84975,27200," 60 months",17.86,688.64,"D5","10+ years","RENT",80000,"Source Verified","No Default","debt_consolidation",35.48,0
"233",39745,8000," 36 months",5.32,240.92,"A1","10+ years","OWN",205000,"Source Verified","No Default","credit_card",4.82,0
"234",545629,20000," 60 months",25.28,590.32,"F5","5 years","RENT",70000,"Verified","Default","debt_consolidation",29.95,0
"235",472731,25000," 36 months",7.12,773.3,"A3","5 years","MORTGAGE",142000,"Verified","No Default","credit_card",17.6,0
"236",161915,18000," 36 months",12.99,606.41,"C1","10+ years","RENT",105000,"Verified","No Default","debt_consolidation",19.53,0
"237",40112,6400," 36 months",8.18,201.09,"B1","10+ years","MORTGAGE",40000,"Not Verified","No Default","debt_consolidation",10.71,1
"238",457645,2400," 36 months",13.33,81.25,"C3","8 years","RENT",30000,"Not Verified","No Default","debt_consolidation",19.76,1
"239",81499,17000," 36 months",6.92,524.29,"A4","9 years","OWN",65000,"Not Verified","No Default","debt_consolidation",8.81,0
"240",145421,11800," 60 months",18.84,305.07,"E2","10+ years","OWN",75000,"Source Verified","No Default","debt_consolidation",14.7,0
"241",571642,8000," 36 months",7.89,250.29,"A5","9 years","OWN",60000,"Source Verified","No Default","debt_consolidation",22.64,0
"242",172388,35000," 36 months",9.17,1115.77,"B1","2 years","MORTGAGE",125000,"Verified","No Default","debt_consolidation",13.66,0
"243",462096,10800," 36 months",14.16,369.96,"C2","10+ years","MORTGAGE",44000,"Source Verified","No Default","debt_consolidation",13.94,1
"244",251285,15000," 36 months",6.89,462.41,"A3","1 year","RENT",42000,"Verified","No Default","credit_card",14.69,0
"245",393901,8000," 60 months",25.8,238.58,"G1","8 years","RENT",40000,"Verified","No Default","debt_consolidation",28.02,1
"246",91274,12000," 60 months",11.55,264.22,"B3","10+ years","MORTGAGE",63000,"Verified","No Default","debt_consolidation",26.23,0
"247",228599,10000," 36 months",13.99,341.73,"C4","2 years","RENT",20800,"Verified","No Default","debt_consolidation",30.47,0
"248",252276,12000," 60 months",11.53,264.1,"B5","10+ years","MORTGAGE",109000,"Verified","No Default","debt_consolidation",24.07,2
"249",184913,8000," 36 months",14.16,274.05,"C2","1 year","OWN",28000,"Source Verified","No Default","debt_consolidation",31.33,0
"250",75689,14400," 60 months",15.59,347.06,"D1","3 years","MORTGAGE",45000,"Not Verified","No Default","debt_consolidation",11.2,0
"251",43069,5000," 36 months",9.49,160.15,"B2","10+ years","MORTGAGE",62400,"Not Verified","No Default","major_purchase",9.52,2
"252",232432,2500," 36 months",16.99,89.12,"D3","10+ years","MORTGAGE",98282,"Verified","No Default","small_business",12.59,0
"253",397573,1000," 36 months",18.25,36.28,"E1","10+ years","RENT",28704,"Verified","No Default","renewable_energy",18.42,0
"254",118344,28000," 36 months",14.49,963.66,"C4","10+ years","MORTGAGE",350000,"Source Verified","No Default","debt_consolidation",17.17,2
"255",117854,8400," 36 months",13.35,284.45,"C2","< 1 year","RENT",20000,"Not Verified","No Default","credit_card",23.41,0
"256",318732,20000," 60 months",12.99,454.96,"C2","8 years","RENT",72000,"Source Verified","No Default","debt_consolidation",22.45,0
"257",410457,29900," 60 months",19.99,792.01,"E4","10+ years","MORTGAGE",65000,"Source Verified","No Default","debt_consolidation",2.07,0
"258",1507,10000," 36 months",10.99,327.34,"B4","10+ years","RENT",45000,"Not Verified","No Default","other",27.85,1
"259",73514,20000," 36 months",14.65,689.89,"C5","5 years","RENT",45000,"Source Verified","No Default","credit_card",15.76,0
"260",72422,10000," 60 months",13.99,232.64,"C4","10+ years","MORTGAGE",50000,"Not Verified","No Default","credit_card",27.32,0
"261",417220,19000," 60 months",11.44,417.29,"B4","n/a","MORTGAGE",140000,"Verified","No Default","credit_card",16.82,0
"262",366384,14825," 36 months",12.35,494.89,"B4","5 years","MORTGAGE",1e+05,"Source Verified","No Default","home_improvement",15.48,2
"263",69113,8000," 36 months",8.18,251.36,"B1","n/a","OWN",45981,"Not Verified","No Default","debt_consolidation",28.87,0
"264",383760,24425," 60 months",16.55,601.13,"D2","2 years","RENT",60000,"Not Verified","No Default","credit_card",4.32,0
"265",351965,9000," 36 months",14.65,310.45,"C5","9 years","RENT",113000,"Not Verified","No Default","debt_consolidation",18.56,1
"266",38622,15500," 36 months",11.53,511.35,"B5","1 year","RENT",50000,"Verified","No Default","credit_card",18.07,0
"267",152006,12000," 36 months",7.89,375.43,"A5","8 years","RENT",95000,"Not Verified","No Default","debt_consolidation",22.36,0
"268",82300,20000," 36 months",7.62,623.23,"A3","10+ years","MORTGAGE",70000,"Verified","No Default","credit_card",19.75,0
"269",542595,23925," 36 months",11.99,794.54,"C1","3 years","OWN",65000,"Source Verified","No Default","credit_card",20.44,0
"270",274227,13000," 36 months",9.99,419.42,"B3","10+ years","MORTGAGE",62500,"Verified","No Default","debt_consolidation",25.44,0
"271",395491,20000," 60 months",22.7,560.37,"E5","2 years","OWN",120000,"Source Verified","No Default","debt_consolidation",17.62,0
"272",587361,28000," 60 months",14.65,660.99,"C5","10+ years","RENT",125000,"Not Verified","No Default","debt_consolidation",26.21,0
"273",429200,17725," 60 months",20.99,479.43,"E4","10+ years","MORTGAGE",58000,"Source Verified","No Default","debt_consolidation",25.04,1
"274",440270,1200," 36 months",10.99,39.29,"B4","9 years","RENT",110000,"Verified","No Default","vacation",16.06,1
"275",175740,15000," 36 months",5.32,451.73,"A1","3 years","OWN",60000,"Source Verified","No Default","credit_card",13.24,0
"276",591174,30000," 60 months",21.99,828.4,"F1","10+ years","MORTGAGE",79000,"Verified","No Default","debt_consolidation",24.29,0
"277",568166,12000," 60 months",15.99,291.76,"D2","2 years","MORTGAGE",50000,"Source Verified","No Default","debt_consolidation",33.44,0
"278",425601,7000," 36 months",11.53,230.94,"B5","4 years","MORTGAGE",45000,"Source Verified","No Default","debt_consolidation",15.92,0
"279",78306,3225," 36 months",7.9,100.92,"A4","1 year","RENT",19500,"Not Verified","Default","debt_consolidation",28.12,0
"280",485325,9000," 36 months",8.18,282.78,"B1","8 years","MORTGAGE",37000,"Not Verified","No Default","debt_consolidation",21.51,0
"281",529212,10000," 36 months",11.99,332.1,"B3","n/a","MORTGAGE",52800,"Source Verified","Default","credit_card",18.27,0
"282",536241,15000," 36 months",9.17,478.19,"B2","7 years","RENT",63000,"Source Verified","No Default","debt_consolidation",10.93,0
"283",245892,15600," 60 months",10.49,335.23,"B3","10+ years","MORTGAGE",70000,"Not Verified","No Default","debt_consolidation",15.34,0
"284",39548,11200," 60 months",16.55,275.65,"D2","10+ years","RENT",55000,"Source Verified","No Default","debt_consolidation",4.65,1
"285",133766,16000," 60 months",14.33,375.04,"C2","8 years","MORTGAGE",1e+05,"Verified","No Default","home_improvement",16.05,0
"286",406805,8400," 36 months",7.49,261.26,"A4","1 year","RENT",40000,"Not Verified","No Default","debt_consolidation",15.18,0
"287",31910,9500," 36 months",12.12,316.09,"B3","6 years","MORTGAGE",60000,"Verified","No Default","debt_consolidation",18.83,0
"288",205127,11000," 36 months",6.24,335.84,"A2","10+ years","OWN",2e+05,"Source Verified","No Default","other",24.19,0
"289",553767,3000," 36 months",13.99,102.52,"C4","n/a","RENT",13020,"Source Verified","No Default","debt_consolidation",17.05,0
"290",504356,35000," 36 months",11.53,1154.66,"B5","9 years","MORTGAGE",70000,"Verified","No Default","debt_consolidation",19.58,0
"291",593842,11725," 36 months",6.49,359.31,"A2","< 1 year","MORTGAGE",75000,"Not Verified","No Default","debt_consolidation",6.79,0
"292",527307,35000," 36 months",16.29,1235.52,"C4","2 years","MORTGAGE",1e+05,"Verified","Default","debt_consolidation",6.53,0
"293",596698,35000," 60 months",12.69,790.82,"C2","9 years","MORTGAGE",82000,"Source Verified","No Default","debt_consolidation",11.47,0
"294",534036,6000," 36 months",13.99,205.04,"C4","9 years","MORTGAGE",31000,"Not Verified","No Default","home_improvement",29.31,1
"295",333860,28000," 60 months",17.57,704.49,"D4","10+ years","RENT",120000,"Source Verified","No Default","debt_consolidation",24.18,0
"296",300520,13725," 36 months",12.29,457.77,"C1","3 years","OWN",31200,"Not Verified","No Default","debt_consolidation",23.69,0
"297",472182,25000," 60 months",11.67,551.96,"B4","9 years","MORTGAGE",80000,"Source Verified","No Default","credit_card",17.05,0
"298",423996,14400," 60 months",18.84,372.28,"E2","5 years","MORTGAGE",55000,"Not Verified","No Default","debt_consolidation",37.27,0
"299",295102,12000," 60 months",12.69,271.14,"C2","10+ years","MORTGAGE",43500,"Source Verified","No Default","other",12.28,0
"300",323621,24000," 36 months",14.3,823.77,"C1","< 1 year","MORTGAGE",77000,"Verified","No Default","debt_consolidation",31.78,0
"301",336198,10000," 36 months",7.49,311.02,"A4","9 years","RENT",44000,"Source Verified","No Default","major_purchase",23.19,0
"302",168579,8000," 36 months",11.99,265.68,"B3","n/a","OWN",49252.05,"Verified","No Default","home_improvement",16.5,0
"303",527689,15250," 36 months",12.12,507.4,"B3","10+ years","OWN",43000,"Not Verified","No Default","debt_consolidation",17,0
"304",476608,20000," 36 months",13.33,677.07,"C3","4 years","RENT",120000,"Source Verified","No Default","debt_consolidation",14.62,0
"305",580212,6000," 36 months",7.9,187.75,"A4","5 years","MORTGAGE",50000,"Not Verified","No Default","credit_card",7.25,0
"306",46172,35000," 36 months",16.29,1235.52,"D2","4 years","RENT",216000,"Source Verified","No Default","house",4.43,0
"307",341767,18000," 60 months",14.65,424.92,"C5","10+ years","MORTGAGE",77000,"Verified","No Default","debt_consolidation",36.16,0
"308",407553,5000," 36 months",7.9,156.46,"A4","9 years","MORTGAGE",52000,"Not Verified","Default","credit_card",14.98,0
"309",88054,9000," 36 months",7.12,278.39,"A3","10+ years","RENT",34000,"Source Verified","No Default","debt_consolidation",17.26,0
"310",520964,15000," 36 months",13.98,512.52,"C3","1 year","RENT",46000,"Not Verified","No Default","debt_consolidation",10.67,0
"311",74898,16000," 36 months",5.32,481.84,"A1","4 years","MORTGAGE",83000,"Not Verified","No Default","debt_consolidation",19.09,0
"312",349780,23450," 36 months",7.62,730.74,"A3","2 years","MORTGAGE",98000,"Source Verified","No Default","debt_consolidation",16.36,0
"313",131419,18000," 36 months",7.89,563.15,"A5","4 years","MORTGAGE",80000,"Source Verified","No Default","credit_card",18.5,1
"314",363553,12000," 36 months",8.49,378.76,"B1","2 years","RENT",75000,"Not Verified","No Default","debt_consolidation",6.77,0
"315",323248,20000," 60 months",18.25,510.6,"D3","10+ years","MORTGAGE",1e+05,"Verified","No Default","home_improvement",3.41,0
"316",107666,8500," 36 months",11.55,280.5,"B3","9 years","MORTGAGE",32000,"Not Verified","No Default","credit_card",17.63,0
"317",295739,28000," 36 months",14.31,961.2,"C4","6 years","RENT",89000,"Source Verified","No Default","debt_consolidation",19.19,0
"318",391941,3000," 36 months",12.99,101.07,"C2","1 year","RENT",40000,"Not Verified","No Default","debt_consolidation",36.24,0
"319",321029,35000," 60 months",20.99,946.68,"E5","10+ years","MORTGAGE",116500,"Source Verified","No Default","debt_consolidation",22.59,3
"320",233688,15000," 36 months",5.32,451.73,"A1","< 1 year","RENT",230000,"Not Verified","No Default","credit_card",8.22,0
"321",254654,10000," 36 months",11.67,330.57,"B4","10+ years","OWN",42000,"Not Verified","No Default","other",18,4
"322",567144,8500," 36 months",11.99,282.29,"B5","3 years","RENT",28000,"Not Verified","No Default","debt_consolidation",12.28,0
"323",273679,20000," 36 months",6.99,617.46,"A3","< 1 year","RENT",46000,"Source Verified","No Default","debt_consolidation",19.62,0
"324",563666,14000," 36 months",17.57,503.12,"D4","2 years","MORTGAGE",275000,"Source Verified","No Default","debt_consolidation",13.48,0
"325",500105,3000," 36 months",17.57,107.82,"D4","7 years","OWN",40800,"Not Verified","No Default","home_improvement",38.48,2
"326",338935,16000," 36 months",6.92,493.45,"A4","9 years","MORTGAGE",70072,"Source Verified","No Default","credit_card",13.74,0
"327",89796,10000," 36 months",6.99,308.73,"A3","10+ years","OWN",60000,"Not Verified","No Default","credit_card",15.68,0
"328",215091,16000," 36 months",9.67,513.8,"B1","3 years","MORTGAGE",150000,"Verified","No Default","home_improvement",7.38,0
"329",91156,16000," 36 months",12.99,539.03,"C1","10+ years","MORTGAGE",43680,"Not Verified","No Default","debt_consolidation",16.68,1
"330",137904,16325," 60 months",9.17,340.23,"B1","1 year","MORTGAGE",60350,"Source Verified","No Default","debt_consolidation",13.98,0
"331",239013,19975," 36 months",8.9,634.28,"A5","10+ years","MORTGAGE",109885,"Source Verified","No Default","debt_consolidation",9.23,0
"332",377604,25000," 60 months",18.25,638.25,"E1","1 year","RENT",92000,"Source Verified","No Default","debt_consolidation",16.48,0
"333",581770,8125," 36 months",13.66,276.36,"C3","10+ years","MORTGAGE",38400,"Not Verified","No Default","debt_consolidation",32.72,0
"334",129200,29850," 36 months",19.24,1097.81,"E2","8 years","MORTGAGE",70000,"Verified","No Default","debt_consolidation",15.95,0
"335",218404,11200," 60 months",12.69,253.07,"C2","3 years","RENT",117000,"Verified","No Default","credit_card",20.09,0
"336",2793,4775," 36 months",12.49,159.72,"B4","8 years","RENT",45000,"Not Verified","No Default","debt_consolidation",17.01,0
"337",598009,9475," 36 months",9.99,305.69,"B3","5 years","RENT",32000,"Not Verified","No Default","debt_consolidation",32.15,0
"338",181685,20000," 36 months",12.99,673.79,"B4","2 years","MORTGAGE",53000,"Verified","No Default","debt_consolidation",27.29,2
"339",588399,31200," 60 months",24.5,906.64,"F3","10+ years","RENT",125000,"Source Verified","No Default","debt_consolidation",16.79,0
"340",139797,8000," 36 months",9.17,255.04,"B2","n/a","OWN",52000,"Source Verified","No Default","home_improvement",14.01,0
"341",246554,35000," 60 months",24.5,1017.07,"F3","1 year","RENT",116000,"Verified","No Default","debt_consolidation",16.56,1
"342",392549,3000," 36 months",12.99,101.07,"C2","10+ years","RENT",28000,"Verified","No Default","debt_consolidation",18.73,0
"343",101298,24800," 60 months",17.57,623.98,"D4","2 years","RENT",120000,"Source Verified","No Default","debt_consolidation",9.61,0
"344",175568,6100," 36 months",8.18,191.66,"B1","n/a","MORTGAGE",27600,"Not Verified","No Default","credit_card",10.65,0
"345",553282,25000," 36 months",5.32,752.87,"A1","7 years","MORTGAGE",85000,"Verified","No Default","debt_consolidation",23.86,0
"346",339530,24175," 60 months",12.99,549.94,"C2","10+ years","MORTGAGE",78000,"Source Verified","No Default","debt_consolidation",30.29,2
"347",506708,16750," 36 months",9.17,533.98,"B1","7 years","OWN",40000,"Source Verified","No Default","debt_consolidation",10.11,0
