"","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","sub_grade","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","purpose","zip_code","addr_state","dti","inq_last_6mths","open_acc","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","application_type","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal"
"95",2400,2400,2400," 36 months",7.62,"A3","9 years","MORTGAGE",60000,"Not Verified","Mar-2013","Fully Paid","home_improvement","487xx","MI",9.76,1,17,6550,5.7,57,"f",0,0,2642.66005098,2642.66,2400,242.66,0,0,0,0,"INDIVIDUAL","",0,0,188772
"96",8000,8000,8000," 36 months",5.32,"A1","8 years","MORTGAGE",85000,"Not Verified","Sep-2015","Current","home_improvement","253xx","WV",13,0,14,13926,15.7,25,"w",7172.71,7172.71,961.32,961.32,827.29,134.03,0,0,0,0,"INDIVIDUAL","",0,0,231182
"97",15000,15000,14950," 36 months",12.85,"B4","10+ years","MORTGAGE",1e+05,"Not Verified","Jan-2014","Fully Paid","credit_card","672xx","KS",11.28,0,11,28629,63.5,22,"f",0,0,17640.6100129,17581.81,15000,2640.61,0,0,0,0,"INDIVIDUAL","",0,0,66129
"98",9600,9600,9600," 36 months",12.69,"C2","4 years","RENT",45000,"Source Verified","Mar-2015","Current","debt_consolidation","967xx","HI",31.62,1,12,18636,83.9,19,"w",7529.26,7529.26,2884.82,2884.82,2070.74,814.08,0,0,0,0,"INDIVIDUAL","",0,0,45941
"99",20000,20000,20000," 36 months",11.99,"B3","2 years","MORTGAGE",62000,"Verified","Oct-2013","Current","debt_consolidation","562xx","MN",11.01,0,11,18286,77.8,32,"f",5689.64,5689.64,17933.08,17933.08,14310.36,3622.72,0,0,0,0,"INDIVIDUAL","",0,0,132545
"100",3600,3600,3600," 36 months",16.99,"D3","10+ years","MORTGAGE",54000,"Not Verified","Sep-2014","Fully Paid","other","120xx","NY",17.58,1,11,16132,63,24,"f",0,0,4015.18,4015.18,3600,415.18,0,0,0,0,"INDIVIDUAL","",0,364,83118
"101",18000,18000,17925," 60 months",11.99,"B3","4 years","MORTGAGE",53000,"Source Verified","Dec-2013","Current","debt_consolidation","959xx","CA",4.94,0,10,7514,16.7,25,"f",11776.51,11727.44,10003.49,9961.81,6223.49,3780,0,0,0,0,"INDIVIDUAL","",0,0,335648
"102",9600,9600,9600," 36 months",9.17,"B2","3 years","MORTGAGE",122000,"Not Verified","Jul-2015","Current","home_improvement","932xx","CA",14.73,0,14,7674,58.6,44,"f",8418.68,8418.68,1525.31,1525.31,1181.32,343.99,0,0,0,0,"INDIVIDUAL","",0,0,350114
"103",21075,21075,21075," 36 months",17.57,"D4","2 years","RENT",70000,"Source Verified","Aug-2014","Current","major_purchase","300xx","GA",12.98,1,9,5121,34.1,38,"f",12482.68,12482.68,12875.46,12875.46,8592.32,4283.14,0,0,0,0,"INDIVIDUAL","",0,0,17418
"104",18000,18000,18000," 60 months",9.99,"B3","2 years","RENT",72800,"Not Verified","Aug-2015","Current","debt_consolidation","970xx","OR",3.38,0,4,284,3,13,"w",16817.93,16817.93,1901.81,1901.81,1182.07,719.74,0,0,0,0,"INDIVIDUAL","",0,0,3112
"105",12000,12000,11750," 36 months",11.99,"B5","3 years","MORTGAGE",37596,"Not Verified","May-2011","Fully Paid","debt_consolidation","882xx","NM",22.98,0,3,10450,90.9,12,"f",0,0,14345.9544439,14047.08,12000,2345.95,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"106",10000,10000,10000," 36 months",19.22,"D4","10+ years","RENT",42000,"Source Verified","Dec-2013","Fully Paid","debt_consolidation","731xx","OK",12.49,1,6,3923,74,8,"f",0,0,10469.0100288,10469.01,10000,469.01,0,0,0,0,"INDIVIDUAL","",0,0,10596
"107",5200,5200,5150," 36 months",16.55,"D2","< 1 year","RENT",55000,"Source Verified","Jul-2015","Current","debt_consolidation","330xx","FL",14.27,0,6,3026,40.3,8,"f",4501.15,4457.87,1095.88,1085.34,698.85,397.03,0,0,0,0,"INDIVIDUAL","",0,0,18465
"108",23000,23000,23000," 36 months",13.33,"C3","6 years","MORTGAGE",52000,"Source Verified","Nov-2015","Current","debt_consolidation","775xx","TX",22.66,1,7,20719,55.3,18,"f",22476.86,22476.86,812.69,812.69,523.14,289.55,0,0,0,0,"INDIVIDUAL","",0,331,160197
"109",19600,19600,19600," 60 months",16.59,"D1","7 years","RENT",111000,"Verified","Apr-2014","Charged Off","debt_consolidation","951xx","CA",16.9,0,10,27813,60.5,15,"w",0,0,4580.91,4580.91,865.09,1066.15,0,2649.67,26.4967,0,"INDIVIDUAL","",0,0,73429
"110",29700,29700,29700," 60 months",14.99,"C5","8 years","RENT",85000,"Verified","Oct-2014","Current","debt_consolidation","928xx","CA",18.99,0,15,17435,46.7,29,"f",24204.23,24204.23,10596.15,10596.15,5495.77,5100.38,0,0,0,0,"INDIVIDUAL","",0,0,38209
"111",16200,16200,16200," 60 months",14.65,"C5","10+ years","MORTGAGE",80000,"Source Verified","Jul-2015","Current","debt_consolidation","891xx","NV",7.76,1,9,3529,32.4,27,"f",15057.7,15057.7,2268.21,2268.21,1142.3,1125.91,0,0,0,0,"INDIVIDUAL","",0,0,16901
"112",7000,7000,7000," 36 months",14.64,"C3","3 years","RENT",60000,"Source Verified","May-2014","Fully Paid","major_purchase","077xx","NJ",7.04,0,6,3500,63.6,10,"f",0,0,7250.46607849,7250.47,7000,250.47,0,0,0,0,"INDIVIDUAL","",0,0,26924
"113",5125,5125,5125," 36 months",15.99,"D2","3 years","OWN",32000,"Verified","Nov-2014","Charged Off","debt_consolidation","775xx","TX",17.59,2,7,2657,45.8,11,"f",0,0,735.73,735.73,0,0,0,735.73,132.431400001,0,"INDIVIDUAL","",0,0,18049
"114",10000,10000,10000," 60 months",18.25,"E1","2 years","RENT",70000,"Source Verified","Aug-2015","Current","debt_consolidation","073xx","NJ",14.01,1,9,20584,75.4,11,"w",9467.98,9467.98,1256.22,1256.22,532.02,724.2,0,0,0,0,"INDIVIDUAL","",0,0,28612
"115",33075,33075,33075," 60 months",20.99,"E5","10+ years","MORTGAGE",80000,"Source Verified","Nov-2015","Current","credit_card","057xx","VT",31.58,1,21,35566,74.1,47,"w",32437.33,32437.33,1750.65,1750.65,637.67,1112.98,0,0,0,0,"INDIVIDUAL","",0,0,191067
"116",10000,10000,10000," 36 months",13.98,"C3","10+ years","OWN",48012,"Not Verified","Oct-2014","Current","debt_consolidation","085xx","NJ",4.37,1,15,6155,43,22,"w",6332.44,6332.44,5117.43,5117.43,3667.56,1449.87,0,0,0,0,"INDIVIDUAL","",0,0,6155
"117",9000,9000,9000," 36 months",12.49,"B5","< 1 year","RENT",55000,"Source Verified","Oct-2014","Current","debt_consolidation","700xx","LA",2.73,0,5,3869,49,8,"w",5892.07,5892.07,4202.07,4202.07,3107.93,1094.14,0,0,0,0,"INDIVIDUAL","",0,0,3869
"118",10000,10000,10000," 36 months",12.12,"B3","10+ years","MORTGAGE",78141,"Verified","May-2012","Fully Paid","debt_consolidation","751xx","TX",12.16,1,12,9612,58.6,19,"f",0,0,11975.2367194,11975.24,10000,1975.24,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"119",22000,22000,22000," 36 months",11.53,"B5","6 years","MORTGAGE",85000,"Not Verified","Nov-2015","Current","home_improvement","923xx","CA",11.24,1,9,16928,45.1,20,"w",20966.24,20966.24,1423.4,1423.4,1033.76,389.64,0,0,0,0,"INDIVIDUAL","",0,0,386598
"120",12000,12000,12000," 60 months",16.55,"D2","8 years","RENT",53000,"Not Verified","Oct-2015","Current","debt_consolidation","553xx","MN",37.8,1,17,50854,83.1,26,"w",11738.53,11738.53,568.61,568.61,261.47,307.14,0,0,0,0,"INDIVIDUAL","",0,0,50854
"121",12000,12000,12000," 36 months",16.55,"D2","10+ years","MORTGAGE",60000,"Not Verified","Aug-2015","Current","small_business","604xx","IL",5.36,0,7,5163,75.9,9,"w",10665.39,10665.39,2114.77,2114.77,1334.61,780.16,0,0,0,0,"INDIVIDUAL","",0,0,74003
"122",11200,11200,11200," 36 months",7.89,"A5","10+ years","RENT",73000,"Source Verified","Feb-2015","Current","credit_card","553xx","MN",18.51,0,13,24055,68.9,33,"w",8349.06,8349.06,3499.09,3499.09,2850.94,648.15,0,0,0,0,"INDIVIDUAL","",0,0,31373
"123",30000,30000,29975," 36 months",15.61,"D1","3 years","MORTGAGE",91000,"Verified","Apr-2015","Current","debt_consolidation","276xx","NC",22.84,1,16,30609,66,35,"f",24484.14,24463.73,8430.62,8423.59,5515.86,2914.76,0,0,0,0,"INDIVIDUAL","",0,0,94711
"124",14500,14500,14497.8843946," 60 months",13.06,"C2","10+ years","OWN",96000,"Source Verified","Mar-2011","Fully Paid","credit_card","481xx","MI",15.69,1,13,40273,64.4,31,"f",0,0,19088.6744528,19084.75,14500,4588.67,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"125",18000,18000,18000," 36 months",16.29,"C4","3 years","OWN",117180,"Verified","Jun-2013","Current","debt_consolidation","307xx","GA",18.62,0,10,27347,93.7,29,"f",3054.82,3054.82,19692.59,19692.59,14945.18,4747.41,0,0,0,0,"INDIVIDUAL","",0,0,52418
"126",7000,7000,6975," 36 months",8.9,"A5","< 1 year","RENT",30000,"Source Verified","Oct-2011","Fully Paid","credit_card","076xx","NJ",18,0,10,7207,70,19,"f",0,0,7292.1,7266.06,7000,292.1,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"127",11850,11850,11850," 60 months",16.29,"D2","3 years","RENT",33000,"Not Verified","Aug-2014","Current","debt_consolidation","549xx","WI",30.73,1,10,11254,76.6,40,"w",9559.52,9559.52,4640,4640,2290.48,2349.52,0,0,0,0,"INDIVIDUAL","",0,0,94143
"128",12000,12000,12000," 60 months",11.53,"B5","10+ years","MORTGAGE",80000,"Source Verified","Aug-2015","Current","debt_consolidation","925xx","CA",13.26,0,11,11319,82.6,32,"w",11241.57,11241.57,1255.78,1255.78,758.43,497.35,0,0,0,0,"INDIVIDUAL","",0,0,638541
"129",3000,1200,200.560798195," 36 months",15.07,"E3","8 years","MORTGAGE",39808,"Not Verified","Oct-2008","Does not meet the credit policy. Status:Fully Paid","debt_consolidation","316xx","GA",18.27,3,11,9408,93.1,34,"f",0,0,1499.02,208.18,1200,299.02,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"130",18000,18000,18000," 60 months",19.99,"E4","3 years","RENT",60000,"Source Verified","Oct-2015","Current","debt_consolidation","786xx","TX",23.86,1,19,18454,60.9,30,"w",17460.29,17460.29,1390.39,1390.39,539.71,850.68,0,0,0,0,"INDIVIDUAL","",0,0,40284
"131",16450,16450,16450," 36 months",15.61,"D1","10+ years","MORTGAGE",36600,"Not Verified","Aug-2015","Current","credit_card","207xx","MD",20.66,2,10,7164,63,25,"w",14976.79,14976.79,2286.45,2286.45,1473.21,813.24,0,0,0,0,"INDIVIDUAL","",0,0,26886
"132",4000,4000,4000," 36 months",13.35,"C2","9 years","MORTGAGE",48000,"Not Verified","Oct-2014","Current","debt_consolidation","813xx","CO",8.58,0,6,7662,67.8,9,"f",2524.05,2524.05,2035.48,2035.48,1475.95,559.53,0,0,0,0,"INDIVIDUAL","",0,0,255701
"133",4800,4800,4800," 36 months",12.12,"B3","6 years","RENT",47000,"Not Verified","Oct-2012","Charged Off","other","483xx","MI",23.67,3,13,4619,27,22,"f",0,0,1914,1914,1409.6,504.4,0,0,0,0,"INDIVIDUAL","",0,0,46976
"134",5000,5000,5000," 36 months",11.67,"B4","3 years","RENT",55000,"Not Verified","Oct-2014","Current","credit_card","441xx","OH",21.1,1,5,2958,52,25,"f",3125.73,3125.73,2479.35,2479.35,1874.27,605.08,0,0,0,0,"INDIVIDUAL","",0,0,36638
"135",9000,9000,9000," 36 months",15.8,"C3","1 year","RENT",38000,"Not Verified","Dec-2012","Fully Paid","debt_consolidation","801xx","CO",17.72,0,13,7694,64.7,28,"f",0,0,11358.8676719,11358.87,9000,2358.87,0,0,0,0,"INDIVIDUAL","",0,0,43333
"136",3800,3800,3800," 36 months",11.99,"B5","10+ years","MORTGAGE",48000,"Not Verified","Jan-2015","Fully Paid","home_improvement","273xx","NC",12.26,0,7,13480,93.6,33,"f",0,0,3926.37,3926.37,3800,126.37,0,0,0,0,"INDIVIDUAL","",0,62,25800
"137",14000,14000,14000," 36 months",6.89,"A3","10+ years","RENT",40000,"Not Verified","Aug-2015","Current","credit_card","939xx","CA",8.22,0,2,13521,56.8,6,"w",12223.74,12223.74,2182.01,2182.01,1776.26,405.75,0,0,0,0,"INDIVIDUAL","",0,0,13521
"138",4000,4000,4000," 36 months",9.17,"B2","10+ years","MORTGAGE",130000,"Source Verified","Oct-2015","Current","credit_card","117xx","NY",6.26,0,4,16943,75.3,6,"w",3805.35,3805.35,253,253,194.65,58.35,0,0,0,0,"INDIVIDUAL","",0,132,27396
"139",10000,10000,9901.9558234," 36 months",10.38,"B1","9 years","OWN",3e+05,"Verified","Jun-2010","Fully Paid","home_improvement","303xx","GA",0.9,1,5,11400,42.7,33,"f",0,0,11763.94,11640.82,10000,1683.03,80.9100197649,0,0,0,"INDIVIDUAL","",0,NA,NA
"140",19600,19600,19600," 36 months",18.99,"E1","7 years","MORTGAGE",61360,"Verified","Oct-2014","Current","debt_consolidation","840xx","UT",22.82,0,10,8078,72.1,27,"f",12420.32,12420.32,11075.4,11075.4,7179.68,3895.72,0,0,0,0,"INDIVIDUAL","",0,161,146649
"141",6725,6725,6725," 36 months",12.99,"B5","1 year","RENT",28000,"Source Verified","Apr-2014","Fully Paid","debt_consolidation","162xx","PA",17.27,0,6,2910,54.9,8,"f",0,0,7608.25,7608.25,6725,883.25,0,0,0,0,"INDIVIDUAL","",0,0,20409
"142",28000,28000,28000," 36 months",8.67,"B1","10+ years","MORTGAGE",110000,"Verified","Nov-2014","Current","credit_card","551xx","MN",25.38,0,17,40716,85.7,31,"w",18714.86,18714.86,11560.43,11560.43,9285.14,2275.29,0,0,0,1,"INDIVIDUAL","",0,75,374962
"143",20000,20000,20000," 36 months",11.22,"B5","6 years","MORTGAGE",95000,"Source Verified","Dec-2015","Current","credit_card","442xx","OH",14.7,0,10,11522,84.7,22,"w",20000,20000,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,1447,131160
"144",12000,12000,12000," 60 months",13.67,"B5","10+ years","MORTGAGE",140000,"Verified","Nov-2013","In Grace Period","credit_card","481xx","MI",20.23,2,12,24122,58.7,16,"w",7963.22,7963.22,6929.5,6929.5,4036.78,2892.72,0,0,0,0,"INDIVIDUAL","",0,0,225242
"145",28800,28800,28800," 36 months",11.44,"B4","10+ years","MORTGAGE",155785,"Source Verified","Dec-2014","Current","credit_card","751xx","TX",11.51,0,14,23813,64.2,18,"f",19514.33,19514.33,12317.27,12317.27,9285.67,3031.6,0,0,0,0,"INDIVIDUAL","",0,0,94108
"146",8000,8000,8000," 36 months",12.59,"C2","1 year","OWN",26400,"Verified","Nov-2015","Current","debt_consolidation","932xx","CA",30.36,0,14,8824,78.8,21,"w",7629.98,7629.98,530.36,530.36,370.02,160.34,0,0,0,0,"INDIVIDUAL","",0,0,38619
"147",16000,16000,16000," 36 months",9.71,"B1","10+ years","MORTGAGE",60000,"Source Verified","Sep-2013","Current","home_improvement","930xx","CA",11.78,0,9,23415,68.1,22,"w",3966.97,3966.97,14394.8,14394.8,12033.03,2361.77,0,0,0,0,"INDIVIDUAL","",0,0,418279
"148",30000,30000,29950," 60 months",21.18,"E3","1 year","MORTGAGE",80000,"Verified","Apr-2014","Fully Paid","home_improvement","300xx","GA",23.52,1,16,8194,68.3,51,"w",0,0,39427.13,39361.42,30000,9427.13,0,0,0,0,"INDIVIDUAL","",0,0,266767
"149",22500,22500,22500," 36 months",18.75,"D3","3 years","RENT",60000,"Source Verified","Mar-2013","Fully Paid","debt_consolidation","333xx","FL",20.54,1,9,29921,92.3,27,"f",0,0,24802.38,24802.38,22500,2302.38,0,0,0,0,"INDIVIDUAL","",0,0,46602
"150",18000,18000,18000," 36 months",14.16,"C2","2 years","RENT",114053.52,"Not Verified","Mar-2014","Current","credit_card","762xx","TX",3.95,1,7,7699,44,13,"f",7914.09,7914.09,13565.2,13565.2,10085.91,3479.29,0,0,0,0,"INDIVIDUAL","",0,975,17357
"151",32000,32000,32000," 60 months",12.42,"B4","10+ years","OWN",62400,"Verified","Oct-2011","Fully Paid","credit_card","770xx","TX",7.38,0,2,2905,16.5,7,"f",0,0,33301.14,33301.14,32000,1301.14,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"152",2000,2000,2000," 36 months",9.99,"B3","4 years","RENT",16000,"Source Verified","Sep-2015","Current","credit_card","361xx","AL",10.35,0,14,1577,11.9,14,"f",1806.08,1806.08,257.01,257.01,193.92,63.09,0,0,0,0,"INDIVIDUAL","",0,0,24577
"153",20000,20000,20000," 36 months",7.69,"A4","10+ years","MORTGAGE",102000,"Verified","Jun-2014","Current","credit_card","483xx","MI",17.12,2,9,41073,40.5,26,"w",10017.99,10017.99,11853.72,11853.72,9982.01,1871.71,0,0,0,0,"INDIVIDUAL","",0,0,301654
"154",15000,15000,15000," 36 months",11.44,"B4","10+ years","RENT",2e+05,"Verified","Dec-2014","Current","debt_consolidation","330xx","FL",12.85,1,21,24289,55,41,"f",10557.2,10557.2,5921.11,5921.11,4442.8,1478.31,0,0,0,0,"INDIVIDUAL","",0,100,76680
"155",35000,35000,35000," 60 months",14.65,"C5","< 1 year","MORTGAGE",150000,"Source Verified","May-2015","Current","home_improvement","926xx","CA",9.03,0,9,91135,29.6,18,"w",31668.66,31668.66,6581.43,6581.43,3331.34,3250.09,0,0,0,0,"INDIVIDUAL","",0,0,398959
"156",6000,6000,6000," 36 months",12.35,"B4","7 years","RENT",28000,"Not Verified","Sep-2013","Late (31-120 days)","credit_card","300xx","GA",9.3,0,3,2162,39.3,12,"w",2072.73,2072.73,5007.5,5007.5,3927.27,1080.23,0,0,0,0,"INDIVIDUAL","",0,0,5778
"157",24000,24000,24000," 36 months",11.99,"B3","3 years","RENT",124500,"Verified","Jan-2014","Fully Paid","debt_consolidation","802xx","CO",7.88,2,7,34627,81.5,23,"f",0,0,26536.4808873,26536.48,24000,2536.48,0,0,0,0,"INDIVIDUAL","",0,0,38326
"158",5100,5100,5100," 36 months",7.9,"A4","3 years","MORTGAGE",30000,"Not Verified","Sep-2011","Fully Paid","car","731xx","OK",9.2,1,12,16345,47,23,"f",0,0,5733.76411054,5733.76,5100,633.76,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"159",10000,10000,10000," 36 months",14.65,"C5","4 years","MORTGAGE",150000,"Source Verified","Aug-2015","Current","other","531xx","WI",26.18,1,23,24888,68.4,68,"f",8858.12,8858.12,1716.61,1716.61,1141.88,574.73,0,0,0,0,"INDIVIDUAL","",0,0,592458
"160",25000,25000,25000," 60 months",18.25,"D5","6 years","MORTGAGE",92604,"Source Verified","Dec-2011","Fully Paid","debt_consolidation","144xx","NY",18.84,2,20,27681,47.4,57,"f",0,0,29285.69,29285.69,25000,4285.69,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"161",17000,17000,17000," 60 months",16.99,"D3","10+ years","MORTGAGE",70000,"Source Verified","Jul-2014","Current","credit_card","273xx","NC",15.14,1,11,15874,70.6,17,"w",13304.06,13304.06,7603.38,7603.38,3695.94,3907.44,0,0,0,0,"INDIVIDUAL","",0,0,175245
"162",21000,21000,21000," 60 months",13.33,"C3","10+ years","MORTGAGE",85000,"Source Verified","Feb-2015","Current","credit_card","786xx","TX",17.34,3,12,45016,60.8,29,"w",18114.21,18114.21,5279.52,5279.52,2885.79,2393.73,0,0,0,0,"INDIVIDUAL","",0,0,231908
"163",10000,10000,10000," 36 months",8.38,"B1","4 years","MORTGAGE",36600,"Not Verified","Dec-2015","Current","home_improvement","750xx","TX",2.69,0,5,1864,18.5,8,"w",10000,10000,0,0,0,0,0,0,0,0,"INDIVIDUAL","",0,2432,118774
"164",5000,5000,5000," 36 months",18.75,"D3","10+ years","RENT",45000,"Source Verified","Jun-2013","Current","medical","981xx","WA",29.41,0,18,28552,83.2,34,"f",874.07,874.07,5658.55,5658.55,4125.93,1532.62,0,0,0,0,"INDIVIDUAL","",0,0,36091
"165",10000,10000,10000," 36 months",12.05,"C1","7 years","RENT",72500,"Source Verified","Nov-2015","Current","debt_consolidation","402xx","KY",16.24,1,22,7990,29.8,47,"f",9533.72,9533.72,658.09,658.09,466.28,191.81,0,0,0,0,"INDIVIDUAL","",0,0,18826
"166",8400,8400,8400," 36 months",10.64,"B2","10+ years","RENT",44000,"Not Verified","Sep-2013","Current","credit_card","337xx","FL",8.84,0,10,10407,59.5,12,"f",2105.21,2105.21,7658.14,7658.14,6294.79,1363.35,0,0,0,0,"INDIVIDUAL","",0,0,10407
"167",12000,12000,12000," 36 months",12.69,"B5","10+ years","RENT",36000,"Source Verified","Jan-2012","Fully Paid","wedding","905xx","CA",18.37,1,10,9285,47.1,17,"f",0,0,12930.32,12930.32,12000,930.32,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"168",7000,7000,7000," 36 months",9.71,"B1","10+ years","MORTGAGE",199000,"Not Verified","Jul-2013","Current","credit_card","671xx","KS",11.53,0,12,41420,75,39,"f",1314.2,1314.2,6746.44,6746.44,5685.8,1060.64,0,0,0,0,"INDIVIDUAL","",0,0,286713
"169",15000,15000,15000," 60 months",22.15,"E5","10+ years","MORTGAGE",108680,"Source Verified","Jun-2014","Current","home_improvement","107xx","NY",5.37,3,16,5392,17.2,56,"w",11877.66,11877.66,7895.83,7895.83,3122.34,4773.49,0,0,0,0,"INDIVIDUAL","",0,0,89844
"170",6400,6400,6400," 36 months",12.12,"B3","10+ years","MORTGAGE",52000,"Verified","Jun-2013","Fully Paid","debt_consolidation","958xx","CA",16.36,0,9,15110,95.6,23,"w",0,0,7073.42,7073.42,6400,673.42,0,0,0,0,"INDIVIDUAL","",0,0,160444
"171",10000,10000,10000," 36 months",14.09,"B5","4 years","RENT",50000,"Verified","Feb-2013","Fully Paid","debt_consolidation","337xx","FL",19.78,0,5,9084,93.6,10,"w",0,0,11746.6579993,11746.66,10000,1746.66,0,0,0,0,"INDIVIDUAL","",0,0,24664
"172",12000,12000,8863.45179836," 36 months",11.58,"B3","6 years","MORTGAGE",95004,"Not Verified","May-2009","Fully Paid","moving","957xx","CA",3.57,0,7,14927,39.4,13,"f",0,0,14260.55,10178.48,11999.99,2260.56,0,0,0,0,"INDIVIDUAL","",0,NA,NA
"173",16000,16000,16000," 60 months",16.59,"D1","6 years","MORTGAGE",78000,"Verified","Apr-2014","Fully Paid","medical","846xx","UT",9.4,1,17,0,0,43,"f",0,0,16656.4,16656.4,16000,656.4,0,0,0,0,"INDIVIDUAL","",0,0,235603
"174",18000,18000,18000," 60 months",8.39,"A5","7 years","MORTGAGE",75000,"Not Verified","Oct-2014","Current","credit_card","060xx","CT",15.4,1,25,22588,42.5,45,"w",14178.97,14178.97,5525.25,5525.25,3821.03,1704.22,0,0,0,0,"INDIVIDUAL","",0,0,358808
"175",11100,11100,11100," 36 months",13.11,"B4","< 1 year","RENT",45000,"Source Verified","Oct-2012","Fully Paid","debt_consolidation","303xx","GA",9.89,0,7,8730,72.5,32,"f",0,0,13130.8067512,13130.81,11100,2030.81,0,0,0,0,"INDIVIDUAL","",0,0,96758
"176",14000,14000,14000," 36 months",13.33,"C3","10+ years","MORTGAGE",38000,"Source Verified","Oct-2015","Current","debt_consolidation","624xx","IL",26.37,1,10,3305,60.1,29,"w",13034.05,13034.05,1401.11,1401.11,965.95,435.16,0,0,0,0,"INDIVIDUAL","",0,0,46371
"177",20000,20000,19950," 60 months",11.99,"B3","8 years","RENT",90000,"Source Verified","Sep-2013","Current","debt_consolidation","021xx","MA",12.56,0,11,16638,40.3,22,"f",12455.45,12424.32,12001.49,11971.47,7544.55,4456.94,0,0,0,0,"INDIVIDUAL","",0,0,38155
"178",2500,2500,2500," 36 months",20.2,"D5","10+ years","RENT",24000,"Source Verified","Sep-2013","Current","debt_consolidation","951xx","CA",21.55,1,15,6595,72.5,18,"w",771.84,771.84,2515.59,2515.59,1728.16,787.43,0,0,0,0,"INDIVIDUAL","",0,0,8439
"179",25000,25000,25000," 36 months",8.19,"A5","10+ years","MORTGAGE",85000,"Verified","Nov-2014","Fully Paid","debt_consolidation","085xx","NJ",23.04,0,12,13702,62.3,41,"w",0,0,26285.54,26285.54,25000,1285.54,0,0,0,0,"INDIVIDUAL","",0,0,310703
"180",10000,10000,9950," 36 months",7.9,"A4","6 years","RENT",45000,"Verified","Nov-2013","Current","debt_consolidation","981xx","WA",24.18,0,12,16285,33.2,38,"f",3019.82,3004.72,8133.92,8093.26,6980.18,1153.74,0,0,0,0,"INDIVIDUAL","",0,0,80930
"181",16700,16700,16675," 36 months",13.99,"C4","10+ years","RENT",38000,"Not Verified","Jul-2015","Current","debt_consolidation","606xx","IL",18.98,0,9,24575,67.7,24,"f",14377.24,14355.72,3411.16,3406.05,2322.76,1088.4,0,0,0,0,"INDIVIDUAL","",0,0,24575
